Province,County,Zip,GB1999,FullName,Latitude,Longitude
江西省,南昌市,330000,p360000/c360100/x,江西省南昌市, 28.682892 , 115.858198
江西省,景德镇市,333000,p360000/c360200/x,江西省景德镇市, 29.268836 , 117.178420
江西省,萍乡市,337000,p360000/c360300/x,江西省萍乡市, 27.622768 , 113.854556
江西省,九江市,332000,p360000/c360400/x,江西省九江市, 29.705078 , 116.001930
江苏省,南京市,210000,p320000/c320100/x,江苏省南京市, 32.060255 , 118.796877
江苏省,无锡市,214000,p320000/c320200/x,江苏省无锡市, 31.491170 , 120.311910
江苏省,徐州市,221000,p320000/c320300/x,江苏省徐州市, 34.205768 , 117.284124
江苏省,常州市,213000,p320000/c320400/x,江苏省常州市, 31.811226 , 119.974062
江苏省,苏州市,215000,p320000/c320500/x,江苏省苏州市, 31.298974 , 120.585297
江苏省,南通市,226000,p320000/c320600/x,江苏省南通市, 31.980172 , 120.894291
江苏省,连云港市,222000,p320000/c320700/x,江苏省连云港市, 34.596653 , 119.221611
江苏省,淮安市,223000,p320000/c320800/x,江苏省淮安市, 33.610360 , 119.015288
江苏省,盐城市,224000,p320000/c320900/x,江苏省盐城市, 33.347383 , 120.163562
江苏省,扬州市,225000,p320000/c321000/x,江苏省扬州市, 32.394210 , 119.412966
江苏省,镇江市,212000,p320000/c321100/x,江苏省镇江市, 32.187849 , 119.425836
江苏省,泰州市,225300,p320000/c321200/x,江苏省泰州市, 32.455778 , 119.923116
江苏省,宿迁市,223800,p320000/c321300/x,江苏省宿迁市, 33.963232 , 118.275198
河北省,石家庄市,050000,p130000/c130100/x,河北省石家庄市, 38.042307 , 114.514860
河北省,唐山市,063000,p130000/c130200/x,河北省唐山市, 39.630867 , 118.180194
河北省,秦皇岛市,066000,p130000/c130300/x,河北省秦皇岛市, 39.935385 , 119.600493
河北省,邯郸市,056000,p130000/c130400/x,河北省邯郸市, 36.625657 , 114.538962
河北省,邢台市,054000,p130000/c130500/x,河北省邢台市, 37.070589 , 114.504844
河北省,保定市,071000,p130000/c130600/x,河北省保定市, 38.873891 , 115.464806
河北省,张家口市,075000,p130000/c130700/x,河北省张家口市, 40.767545 , 114.886335
河北省,承德市,067000,p130000/c130800/x,河北省承德市, 40.952942 , 117.962750
河北省,沧州市,061000,p130000/c130900/x,河北省沧州市, 38.304477 , 116.838835
河北省,廊坊市,065000,p130000/c131000/x,河北省廊坊市, 39.538047 , 116.683752
河北省,衡水市,053000,p130000/c131100/x,河北省衡水市, 37.738920 , 115.670177
甘肃省,兰州市,730000,p620000/c620100/x,甘肃省兰州市, 36.061089 , 103.834304
甘肃省,嘉裕关市,735100,p620000/c620200/x,甘肃省嘉裕关市, 39.773130 , 98.289152
甘肃省,金昌市,737100,p620000/c620300/x,甘肃省金昌市, 38.520089 , 102.188043
甘肃省,白银市,730900,p620000/c620400/x,甘肃省白银市, 36.558463 , 104.170134
甘肃省,天水市,741000,p620000/c620500/x,甘肃省天水市, 34.580864 , 105.724947
甘肃省,武威市,733000,p620000/c620600/x,甘肃省武威市, 37.928262 , 102.638084
甘肃省,张掖市,734000,p620000/c620700/x,甘肃省张掖市, 38.925875 , 100.449818
甘肃省,平凉市,744000,p620000/c620800/x,甘肃省平凉市, 35.543061 , 106.665131
甘肃省,酒泉市,735000,p620000/c620900/x,甘肃省酒泉市, 39.732819 , 98.494352
甘肃省,庆阳市,745000,p620000/c621000/x,甘肃省庆阳市, 35.709077 , 107.643631
甘肃省,定西市,743000,p620000/c621100/x,甘肃省定西市, 35.580663 , 104.626282
甘肃省,陇南市,746000,p620000/c621200/x,甘肃省陇南市, 33.400685 , 104.921841
甘肃省,临夏州,731100,p620000/c622900/x,甘肃省临夏州, 35.601182 , 103.210539
甘肃省,甘南藏族自治州,747000,p620000/c623000/x,甘肃省甘南藏族自治州, 34.983386 , 102.911027
天津市,天津市,300000,p120000/c120000/x,天津市天津市, 39.136253 , 117.209479
天津市,塘沽区,300450,p120000/c120107/x,天津市塘沽区, 39.027553 , 117.641712
天津市,汉沽区,300480,p120000/c120108/x,天津市汉沽区, 39.330044 , 117.882273
天津市,大港区,300200,p120000/c120109/x,天津市大港区, 38.844446 , 117.460479
天津市,东丽区,300300,p120000/c120110/x,天津市东丽区, 39.086569 , 117.314324
天津市,西青区,300300,p120000/c120111/x,天津市西青区, 39.141145 , 117.008874
天津市,津南区,300300,p120000/c120112/x,天津市津南区, 38.937929 , 117.357260
天津市,北辰区,300400,p120000/c120113/x,天津市北辰区, 39.221484 , 117.132440
天津市,武清县,301700,p120000/c120114/x,天津市武清县, 39.511434 , 116.944438
天津市,宝坻区,301800,p120000/c120115/x,天津市宝坻区, 39.717560 , 117.309865
天津市,宁河县,301500,p120000/c120221/x,天津市宁河县, 39.330613 , 117.824898
天津市,静海县,301600,p120000/c120223/x,天津市静海县, 38.947512 , 116.974130
天津市,蓟县,301900,p120000/c120225/x,天津市蓟县, 40.027020 , 117.397322
海南省,海口市,570000,p460000/c460100/x,海南省海口市, 20.044002 , 110.198293
海南省,三亚市,572000,p460000/c460200/x,海南省三亚市, 18.252847 , 109.511909
贵州省,贵阳市,550000,p520000/c520100/x,贵州省贵阳市, 26.647661 , 106.630154
贵州省,六盘水市,553000,p520000/c520200/x,贵州省六盘水市, 26.592666 , 104.830359
贵州省,遵义市,563000,p520000/c520300/x,贵州省遵义市, 27.725654 , 106.927389
贵州省,安顺市,561000,p520000/c520400/x,贵州省安顺市, 26.253072 , 105.947594
贵州省,铜仁地区,554300,p520000/c522200/x,贵州省铜仁地区, 27.717821 , 109.194866
贵州省,黔西南州,562400,p520000/c522300/x,贵州省黔西南州, 25.087825 , 104.906397
贵州省,毕节地区,551700,p520000/c522400/x,贵州省毕节地区, 27.298778 , 105.286245
贵州省,黔东南州,556000,p520000/c522600/x,贵州省黔东南州, 26.583442 , 107.982859
贵州省,黔南州,558000,p520000/c522700/x,贵州省黔南州, 26.254092 , 107.522098
福建省,福州市,350000,p350000/c350100/x,福建省福州市, 26.074508 , 119.296494
福建省,厦门市,361000,p350000/c350200/x,福建省厦门市, 24.479834 , 118.089425
福建省,莆田市,351100,p350000/c350300/x,福建省莆田市, 25.454085 , 119.007777
福建省,三明市,365000,p350000/c350400/x,福建省三明市, 26.263407 , 117.638678
福建省,泉州市,362000,p350000/c350500/x,福建省泉州市, 24.874132 , 118.675676
福建省,漳州市,363000,p350000/c350600/x,福建省漳州市, 24.512949 , 117.647481
福建省,南平市,353000,p350000/c350700/x,福建省南平市, 26.641769 , 118.177708
福建省,龙岩市,364000,p350000/c350800/x,福建省龙岩市, 25.075123 , 117.017537
福建省,宁德市,352100,p350000/c350900/x,福建省宁德市, 26.665617 , 119.547933
山西省,太原市,030000,p140000/c140100/x,山西省太原市, 37.870590 , 112.548879
山西省,大同市,037000,p140000/c140200/x,山西省大同市, 40.076763 , 113.300129
山西省,长治市,046000,p140000/c140400/x,山西省长治市, 36.195386 , 113.116255
山西省,晋城市,048000,p140000/c140500/x,山西省晋城市, 35.490702 , 112.851831
山西省,朔州市,036000,p140000/c140600/x,山西省朔州市, 39.331595 , 112.432825
山西省,晋中市,030600,p140000/c140700/x,山西省晋中市, 37.687024 , 112.752695
山西省,运城市,044000,p140000/c140800/x,山西省运城市, 35.026412 , 111.007529
山西省,忻洲市,034000,p140000/c140900/x,山西省忻洲市, 38.416663 , 112.734174
山西省,临汾市,041000,p140000/c141000/x,山西省临汾市, 36.088005 , 111.518976
山西省,吕梁市,033000,p140000/c141100/x,山西省吕梁市, 37.518314 , 111.144319
西藏自治区,拉萨市,850000,p540000/c540100/x,西藏自治区拉萨市, 29.652491 , 91.172110
西藏自治区,昌都地区,854000,p540000/c542100/x,西藏自治区昌都地区, 31.140969 , 97.172020
西藏自治区,山南地区,856000,p540000/c542200/x,西藏自治区山南地区, 29.237137 , 91.773134
西藏自治区,日喀则地区,857000,p540000/c542300/x,西藏自治区日喀则地区, 29.266870 , 88.880583
西藏自治区,那曲地区,852000,p540000/c542400/x,西藏自治区那曲地区, 31.476202 , 92.051239
西藏自治区,阿里地区,859000,p540000/c542500/x,西藏自治区阿里地区, 32.501111 , 80.105804
西藏自治区,林芝地区,860000,p540000/c542600/x,西藏自治区林芝地区, 29.649128 , 94.361490
江西省,南昌市,330000,p360000/c360100/x,江西省南昌市, 28.682892 , 115.858198
江西省,景德镇市,333000,p360000/c360200/x,江西省景德镇市, 29.268836 , 117.178420
江西省,萍乡市,337000,p360000/c360300/x,江西省萍乡市, 27.622768 , 113.854556
江西省,九江市,332000,p360000/c360400/x,江西省九江市, 29.705078 , 116.001930
江西省,新余市,338000,p360000/c360500/x,江西省新余市, 27.817809 , 114.917347
江西省,鹰潭市,335000,p360000/c360600/x,江西省鹰潭市, 28.260189 , 117.069202
江西省,赣州市,341000,p360000/c360700/x,江西省赣州市, 25.831829 , 114.935030
江西省,吉安市,343000,p360000/c360800/x,江西省吉安市, 27.113443 , 114.992509
江西省,宜春市,336000,p360000/c360900/x,江西省宜春市, 27.815619 , 114.416778
江西省,抚州市,344000,p360000/c361000/x,江西省抚州市, 27.949217 , 116.358182
江西省,上饶市,334000,p360000/c361100/x,江西省上饶市, 28.454863 , 117.943433
吉林省,长春市,130000,p220000/c220100/x,吉林省长春市, 43.817072 , 125.323544
吉林省,吉林市,132000,p220000/c220200/x,吉林省吉林市, 43.837883 , 126.549572
吉林省,四平市,136000,p220000/c220300/x,吉林省四平市, 43.166420 , 124.350398
吉林省,辽源市,136200,p220000/c220400/x,吉林省辽源市, 42.887767 , 125.143660
吉林省,通化市,134000,p220000/c220500/x,吉林省通化市, 41.728401 , 125.939697
吉林省,白山市,134300,p220000/c220600/x,吉林省白山市, 41.926941 , 126.411263
吉林省,松原市,138000,p220000/c220700/x,吉林省松原市, 45.141789 , 124.825118
吉林省,白城市,137000,p220000/c220800/x,吉林省白城市, 45.619588 , 122.838826
吉林省,延边朝鲜州,133000,p220000/c222400/x,吉林省延边朝鲜州, 42.902347 , 129.507162
重庆市,双桥区,400900,p500000/c130800/x500111,重庆市双桥区, 29.465924 , 105.771066
重庆市,重庆市,400000,p500000/c500000/x,重庆市重庆市, 29.549747 , 106.547669
重庆市,万州,404000,p500000/c500101/x,重庆市万州, 30.754217 , 108.399963
重庆市,万州区,404000,p500000/c500101/x,重庆市万州区, 30.807667 , 108.408661
重庆市,涪陵区,408000,p500000/c500102/x,重庆市涪陵区, 29.703113 , 107.389298
重庆市,北碚区,400700,p500000/c500109/x,重庆市北碚区, 29.805108 , 106.395612
重庆市,万盛区,400800,p500000/c500110/x,重庆市万盛区, 28.949273 , 106.926267
重庆市,渝北区,401120,p500000/c500112/x,重庆市渝北区, 29.718560 , 106.630707
重庆市,巴南区,401320,p500000/c500113/x,重庆市巴南区, 29.402408 , 106.540257
重庆市,黔江区,409000,p500000/c500114/x,重庆市黔江区, 29.533610 , 108.770678
重庆市,长寿区,401220,p500000/c500115/x,重庆市长寿区, 29.857996 , 107.081283
重庆市,綦江县,401420,p500000/c500222/x,重庆市綦江县, 29.028067 , 106.651362
重庆市,潼南县,402660,p500000/c500223/x,重庆市潼南县, 30.191013 , 105.840556
重庆市,铜梁县,402560,p500000/c500224/x,重庆市铜梁县, 29.844811 , 106.056404
重庆市,大足县,402360,p500000/c500225/x,重庆市大足县, 29.428826 , 105.740975
重庆市,荣昌县,402460,p500000/c500226/x,重庆市荣昌县, 29.405003 , 105.594623
重庆市,梁平县,405200,p500000/c500228/x,重庆市梁平县, 30.674362 , 107.803911
重庆市,城口县,405900,p500000/c500229/x,重庆市城口县, 31.947633 , 108.664214
重庆市,丰都县,408200,p500000/c500230/x,重庆市丰都县, 29.863500 , 107.730895
重庆市,垫江县,408300,p500000/c500231/x,重庆市垫江县, 30.327717 , 107.333390
重庆市,武隆县,408500,p500000/c500232/x,重庆市武隆县, 29.325601 , 107.760025
重庆市,忠县,404300,p500000/c500233/x,重庆市忠县, 30.299560 , 108.039002
重庆市,开县,405400,p500000/c500234/x,重庆市开县, 31.160711 , 108.393135
重庆市,云阳县,404500,p500000/c500235/x,重庆市云阳县, 30.930613 , 108.697324
重庆市,奉节县,404600,p500000/c500236/x,重庆市奉节县, 31.018498 , 109.463987
重庆市,巫山县,404700,p500000/c500237/x,重庆市巫山县, 31.074834 , 109.879153
重庆市,巫溪县,405800,p500000/c500238/x,重庆市巫溪县, 31.398604 , 109.570062
重庆市,石柱土家族自治县,409100,p500000/c500240/x,重庆市石柱土家族自治县, 29.999285 , 108.114069
重庆市,秀山土家族苗族自治县,409900,p500000/c500241/x,重庆市秀山土家族苗族自治县, 28.447997 , 109.007094
重庆市,酉阳土家族苗族自治县,409800,p500000/c500242/x,重庆市酉阳土家族苗族自治县, 28.841244 , 108.767747
重庆市,彭水苗族土家族自治县,409600,p500000/c500243/x,重庆市彭水苗族土家族自治县, 29.293902 , 108.165538
重庆市,江津市,402260,p500000/c500381/x,重庆市江津市, 29.261333 , 106.240883
重庆市,永川市,402160,p500000/c500383/x,重庆市永川市, 29.340968 , 105.900495
青海省,西宁市,810000,p630000/c630100/x,青海省西宁市, 36.617134 , 101.778224
青海省,海东地区,810600,p630000/c632100/x,青海省海东地区, 36.498197 , 102.106170
青海省,海北藏族自治州,810200,p630000/c632200/x,青海省海北藏族自治州, 36.954413 , 100.900998
青海省,黄南州,811300,p630000/c632300/x,青海省黄南州, 35.519549 , 102.015248
青海省,海南州,813000,p630000/c632500/x,青海省海南州, 36.286438 , 100.620373
青海省,果洛州,814000,p630000/c632600/x,青海省果洛州, 34.471431 , 100.244809
青海省,玉树州,815000,p630000/c632700/x,青海省玉树州, 33.011674 , 97.091934
青海省,海西州,817000,p630000/c632800/x,青海省海西州, 37.377139 , 97.369752
宁夏回族自治区,银川市,750000,p640000/c640100/x,宁夏回族自治区银川市, 38.487194 , 106.230909
宁夏回族自治区,石嘴山市,753000,p640000/c640200/x,宁夏回族自治区石嘴山市, 38.983236 , 106.383304
宁夏回族自治区,吴忠市,751100,p640000/c640300/x,宁夏回族自治区吴忠市, 37.997461 , 106.198394
宁夏回族自治区,中卫市,755000,p640000/c640500/x,宁夏回族自治区中卫市, 37.499973 , 105.196902
湖北省,武汉市,430000,p420000/c420100/x,湖北省武汉市, 30.593099 , 114.305393
湖北省,黄石市,435000,p420000/c420200/x,湖北省黄石市, 30.199652 , 115.038520
湖北省,十堰市,442000,p420000/c420300/x,湖北省十堰市, 32.629397 , 110.797991
湖北省,宜昌市,443000,p420000/c420500/x,湖北省宜昌市, 30.691967 , 111.286471
湖北省,襄樊市,441000,p420000/c420600/x,湖北省襄樊市, 32.012633 , 112.155115
湖北省,鄂州市,436000,p420000/c420700/x,湖北省鄂州市, 30.391940 , 114.894843
湖北省,荆门市,448000,p420000/c420800/x,湖北省荆门市, 31.035423 , 112.199265
湖北省,孝感市,432000,p420000/c420900/x,湖北省孝感市, 30.924568 , 113.916903
湖北省,荆州市,434000,p420000/c421000/x,湖北省荆州市, 30.335165 , 112.239741
湖北省,黄冈市,438000,p420000/c421100/x,湖北省黄冈市, 30.453906 , 114.872316
湖北省,咸宁市,437000,p420000/c421200/x,湖北省咸宁市, 29.841443 , 114.322492
湖北省,温泉,437100,p420000/c421200/x,湖北省温泉, 33.125011 , 110.922464
湖北省,随州市,441300,p420000/c421300/x,湖北省随州市, 31.690216 , 113.382458
湖北省,恩施州,445000,p420000/c422800/x,湖北省恩施州, 30.272156 , 109.488172
陕西省,西安市,710000,p610000/c610100/x,陕西省西安市, 34.341568 , 108.940175
陕西省,铜川市,727000,p610000/c610200/x,陕西省铜川市, 34.896756 , 108.945233
陕西省,宝鸡市,721000,p610000/c610300/x,陕西省宝鸡市, 34.363184 , 107.237743
陕西省,咸阳市,712000,p610000/c610400/x,陕西省咸阳市, 34.329605 , 108.708991
陕西省,渭南市,714000,p610000/c610500/x,陕西省渭南市, 34.499995 , 109.509786
陕西省,延安市,716000,p610000/c610600/x,陕西省延安市, 36.585445 , 109.489757
陕西省,汉中市,723000,p610000/c610700/x,陕西省汉中市, 33.067480 , 107.023323
陕西省,榆林市,719000,p610000/c610800/x,陕西省榆林市, 38.285390 , 109.734589
陕西省,安康市,725000,p610000/c610900/x,陕西省安康市, 32.684715 , 109.029022
陕西省,商洛市,726000,p610000/c611000/x,陕西省商洛市, 33.870422 , 109.940477
山东省,济南市,250000,p370000/c370100/x,山东省济南市, 36.651216 , 117.120000
山东省,青岛市,266000,p370000/c370200/x,山东省青岛市, 36.067117 , 120.382612
山东省,淄博市,255000,p370000/c370300/x,山东省淄博市, 36.813487 , 118.054927
山东省,枣庄市,277100,p370000/c370400/x,山东省枣庄市, 34.810488 , 117.323725
山东省,东营市,257000,p370000/c370500/x,山东省东营市, 37.434751 , 118.674767
山东省,烟台市,264000,p370000/c370600/x,山东省烟台市, 37.463822 , 121.447935
山东省,潍坊市,261000,p370000/c370700/x,山东省潍坊市, 36.706774 , 119.161756
山东省,济宁市,272000,p370000/c370800/x,山东省济宁市, 35.414921 , 116.587099
山东省,泰安市,271000,p370000/c370900/x,山东省泰安市, 36.200252 , 117.087614
山东省,威海市,264200,p370000/c371000/x,山东省威海市, 37.513068 , 122.120420
山东省,日照市,276800,p370000/c371100/x,山东省日照市, 35.416329 , 119.526885
山东省,莱芜市,271100,p370000/c371200/x,山东省莱芜市, 36.213814 , 117.676724
山东省,临沂市,276000,p370000/c371300/x,山东省临沂市, 35.104672 , 118.356448
山东省,德州市,253000,p370000/c371400/x,山东省德州市, 37.434093 , 116.357465
山东省,聊城市,252000,p370000/c371500/x,山东省聊城市, 36.457030 , 115.985460
山东省,滨州市,256600,p370000/c371600/x,山东省滨州市, 37.381990 , 117.970703
山东省,荷泽市,274000,p370000/c371700/x,山东省荷泽市, 35.233750 , 115.480656
云南省,昆明市,650000,p530000/c530100/x,云南省昆明市, 24.880095 , 102.832892
云南省,曲靖市,655000,p530000/c530300/x,云南省曲靖市, 25.490000 , 103.796167
云南省,玉溪市,653100,p530000/c530400/x,云南省玉溪市, 24.350461 , 102.543907
云南省,保山市,678000,p530000/c530500/x,云南省保山市, 25.112046 , 99.161761
云南省,昭通市,657000,p530000/c530600/x,云南省昭通市, 27.338257 , 103.717465
云南省,玉龙县,674100,p530000/c530700/x,云南省玉龙县, 26.821460 , 100.236955
云南省,丽江市,674100,p530000/c530700/x,云南省丽江市, 26.855047 , 100.227751
云南省,思茅市,665000,p530000/c530800/x,云南省思茅市, 22.786910 , 100.977165
云南省,临沧市,677000,p530000/c530900/x,云南省临沧市, 23.877573 , 100.079583
云南省,楚雄州,675000,p530000/c532300/x,云南省楚雄州, 25.045532 , 101.528069
云南省,红河州,661000,p530000/c532500/x,云南省红河州, 23.363130 , 103.374799
云南省,文山州,663000,p530000/c532600/x,云南省文山州, 23.400733 , 104.216248
云南省,西双版纳州,666100,p530000/c532800/x,云南省西双版纳州, 22.008173 , 100.797309
云南省,大理州,671000,p530000/c532900/x,云南省大理州, 25.606486 , 100.267638
云南省,德宏州,678400,p530000/c533100/x,云南省德宏州, 24.433353 , 98.584895
云南省,迪庆州,674400,p530000/c533400/x,云南省迪庆州, 27.818757 , 99.702254
上海市,黄浦区,210000,p310000/c310113/x,上海市黄浦区, 31.231763 , 121.484443
内蒙古自治区,呼和浩特市,010000,p150000/c150100/x,内蒙古自治区呼和浩特市, 40.842585 , 111.749181
内蒙古自治区,包头市,014000,p150000/c150200/x,内蒙古自治区包头市, 40.657378 , 109.840349
内蒙古自治区,乌海市,016000,p150000/c150300/x,内蒙古自治区乌海市, 39.655389 , 106.794249
内蒙古自治区,赤峰市,024000,p150000/c150400/x,内蒙古自治区赤峰市, 42.257817 , 118.886856
内蒙古自治区,通辽市,028000,p150000/c150500/x,内蒙古自治区通辽市, 43.652890 , 122.243444
内蒙古自治区,鄂尔多斯市,017000,p150000/c150600/x,内蒙古自治区鄂尔多斯市, 39.608266 , 109.781327
内蒙古自治区,呼伦贝尔市,021000,p150000/c150700/x,内蒙古自治区呼伦贝尔市, 49.211575 , 119.765745
内蒙古自治区,莫力达瓦旗,162850,p150000/c150722/x,内蒙古自治区莫力达瓦旗, 48.477729 , 124.519023
内蒙古自治区,巴彦淖尔市,015000,p150000/c150800/x,内蒙古自治区巴彦淖尔市, 40.743213 , 107.387657
内蒙古自治区,乌兰察布市,012000,p150000/c150900/x,内蒙古自治区乌兰察布市, 40.994786 , 113.132585
内蒙古自治区,兴安盟,137400,p150000/c152200/x,内蒙古自治区兴安盟, 46.082463 , 122.037657
内蒙古自治区,锡林郭勒盟,026000,p150000/c152500/x,内蒙古自治区锡林郭勒盟, 43.933454 , 116.048222
内蒙古自治区,阿拉善盟,750300,p150000/c152900/x,内蒙古自治区阿拉善盟, 38.851892 , 105.728969
黑龙江省,哈尔滨市,150000,p230000/c230100/x,黑龙江省哈尔滨市, 45.803775 , 126.534967
黑龙江省,齐齐哈尔市,161000,p230000/c230200/x,黑龙江省齐齐哈尔市, 47.354348 , 123.918186
黑龙江省,鸡西市,158100,p230000/c230300/x,黑龙江省鸡西市, 45.295075 , 130.969333
黑龙江省,鹤岗市,154100,p230000/c230400/x,黑龙江省鹤岗市, 47.349916 , 130.297964
黑龙江省,双鸭山市,155100,p230000/c230500/x,黑龙江省双鸭山市, 46.646509 , 131.159133
黑龙江省,大庆市,163000,p230000/c230600/x,黑龙江省大庆市, 46.589310 , 125.103784
黑龙江省,伊春市,153000,p230000/c230700/x,黑龙江省伊春市, 47.727536 , 128.841148
黑龙江省,佳木斯市,154000,p230000/c230800/x,黑龙江省佳木斯市, 46.799778 , 130.318879
黑龙江省,七台河市,154600,p230000/c230900/x,黑龙江省七台河市, 45.771727 , 131.003138
黑龙江省,牡丹江市,157000,p230000/c231000/x,黑龙江省牡丹江市, 44.551653 , 129.633169
黑龙江省,黑河市,164300,p230000/c231100/x,黑龙江省黑河市, 50.245146 , 127.528287
黑龙江省,绥化市,152000,p230000/c231200/x,黑龙江省绥化市, 46.653845 , 126.968887
黑龙江省,大兴安岭,165000,p230000/c232700/x,黑龙江省大兴安岭, 52.335262 , 124.711526
湖南省,株州市,412000,p430000/c430200/x,湖南省株州市, 27.827550 , 113.134003
湖南省,湘潭市,411100,p430000/c430300/x,湖南省湘潭市, 27.829738 , 112.944049
湖南省,邵阳市,422000,p430000/c430500/x,湖南省邵阳市, 27.238893 , 111.467791
湖南省,岳阳市,414000,p430000/c430600/x,湖南省岳阳市, 29.357104 , 113.128958
湖南省,常德市,415000,p430000/c430700/x,湖南省常德市, 29.031673 , 111.698497
湖南省,张家界市,427000,p430000/c430800/x,湖南省张家界市, 29.117096 , 110.479191
湖南省,益阳市,413000,p430000/c430900/x,湖南省益阳市, 28.553860 , 112.355180
湖南省,郴州市,423000,p430000/c431000/x,湖南省郴州市, 25.770510 , 113.014718
湖南省,永州市,425000,p430000/c431100/x,湖南省永州市, 26.420394 , 111.613445
湖南省,怀化市,418000,p430000/c431200/x,湖南省怀化市, 27.569517 , 110.001923
湖南省,中方,418000,p430000/c431200/x,湖南省中方, 27.440523 , 109.946012
湖南省,娄底市,417000,p430000/c431300/x,湖南省娄底市, 27.700063 , 111.993497
湖南省,湘西州,416000,p430000/c433100/x,湖南省湘西州, 28.311948 , 109.739172
北京市,东城区,100000,p110000/c110101/x,北京市东城区, 39.928353 , 116.416357
北京市,西城区,100000,p110000/c110102/x,北京市西城区, 39.912289 , 116.365868
北京市,崇文区,100000,p110000/c110103/x,北京市崇文区, 39.902451 , 116.427301
北京市,宣武区,100000,p110000/c110104/x,北京市宣武区, 39.887139 , 116.338080
北京市,朝阳区,100000,p110000/c110105/x,北京市朝阳区, 39.921470 , 116.443108
北京市,丰台区,100000,p110000/c110106/x,北京市丰台区, 39.858427 , 116.287149
北京市,石景山区,100000,p110000/c110107/x,北京市石景山区, 39.906611 , 116.222982
北京市,海淀区,100000,p110000/c110108/x,北京市海淀区, 39.959912 , 116.298056
北京市,门头沟区,102300,p110000/c110109/x,北京市门头沟区, 39.940646 , 116.102009
北京市,房山区,102400,p110000/c110111/x,北京市房山区, 39.749144 , 116.143267
北京市,房山区,102500,p110000/c110111/x,北京市房山区, 39.749144 , 116.143267
北京市,通州区,101100,p110000/c110112/x,北京市通州区, 39.909965 , 116.656437
北京市,顺义区,101300,p110000/c110113/x,北京市顺义区, 40.130347 , 116.654651
北京市,昌平区,102200,p110000/c110114/x,北京市昌平区, 40.220660 , 116.231204
北京市,大兴县,102600,p110000/c110115/x,北京市大兴县, 39.784530 , 116.401245
北京市,怀柔区,101400,p110000/c110116/x,北京市怀柔区, 40.316570 , 116.631960
北京市,平谷区,101200,p110000/c110117/x,北京市平谷区, 40.140701 , 117.121383
北京市,密云县,101500,p110000/c110228/x,北京市密云县, 40.376834 , 116.843177
北京市,延庆县,102100,p110000/c110229/x,北京市延庆县, 40.456951 , 115.974848
河南省,郑州市,450000,p410000/c410100/x,河南省郑州市, 34.747041 , 113.625805
河南省,开封市,475000,p410000/c410200/x,河南省开封市, 34.797282 , 114.307583
河南省,洛阳市,471000,p410000/c410300/x,河南省洛阳市, 34.619683 , 112.454040
河南省,平顶山市,467000,p410000/c410400/x,河南省平顶山市, 33.766170 , 113.192661
河南省,安阳市,455000,p410000/c410500/x,河南省安阳市, 36.097577 , 114.392393
河南省,鹤壁市,458000,p410000/c410600/x,河南省鹤壁市, 35.747225 , 114.297273
河南省,新乡市,453000,p410000/c410700/x,河南省新乡市, 35.302928 , 113.926975
河南省,焦作市,454000,p410000/c410800/x,河南省焦作市, 35.215893 , 113.241823
河南省,濮阳市,457000,p410000/c410900/x,河南省濮阳市, 35.761829 , 115.029216
河南省,许昌市,461000,p410000/c411000/x,河南省许昌市, 34.035506 , 113.852640
河南省,漯河市,462000,p410000/c411100/x,河南省漯河市, 33.581413 , 114.016539
河南省,三门峡市,472000,p410000/c411200/x,河南省三门峡市, 34.772494 , 111.200135
河南省,南阳市,473000,p410000/c411300/x,河南省南阳市, 32.990833 , 112.528322
河南省,商丘市,476000,p410000/c411400/x,河南省商丘市, 34.414172 , 115.656370
河南省,信阳市,464000,p410000/c411500/x,河南省信阳市, 32.146984 , 114.091023
河南省,周口市,466000,p410000/c411600/x,河南省周口市, 33.626149 , 114.696951
四川省,成都市,610000,p510000/c510100/x,四川省成都市, 30.572269 , 104.066541
四川省,自贡市,643000,p510000/c510300/x,四川省自贡市, 29.339030 , 104.778442
四川省,攀枝花市,617000,p510000/c510400/x,四川省攀枝花市, 26.582347 , 101.718637
四川省,泸州市,646000,p510000/c510500/x,四川省泸州市, 28.871811 , 105.442258
四川省,德阳市,618000,p510000/c510600/x,四川省德阳市, 31.126856 , 104.397894
四川省,绵阳市,621000,p510000/c510700/x,四川省绵阳市, 31.467450 , 104.679114
四川省,广元市,628000,p510000/c510800/x,四川省广元市, 32.435435 , 105.843357
四川省,遂宁市,629000,p510000/c510900/x,四川省遂宁市, 30.532847 , 105.592898
四川省,内江市,641000,p510000/c511000/x,四川省内江市, 29.580229 , 105.058433
四川省,乐山市,614000,p510000/c511100/x,四川省乐山市, 29.552106 , 103.765568
四川省,南充市,637000,p510000/c511300/x,四川省南充市, 30.837793 , 106.110698
四川省,眉山市,620000,p510000/c511400/x,四川省眉山市, 30.075440 , 103.848538
四川省,宜宾市,644000,p510000/c511500/x,四川省宜宾市, 28.751769 , 104.643215
四川省,广安市,638000,p510000/c511600/x,四川省广安市, 30.455962 , 106.633212
四川省,达州市,635000,p510000/c511700/x,四川省达州市, 31.209572 , 107.468023
四川省,雅安市,625000,p510000/c511800/x,四川省雅安市, 29.980537 , 103.013261
四川省,巴中市,636000,p510000/c511900/x,四川省巴中市, 31.867903 , 106.747478
四川省,资阳市,641300,p510000/c512000/x,四川省资阳市, 30.128901 , 104.627636
